Date	Time	Global_active_power	Global_reactive_power	Voltage	Global_intensity	Sub_metering_1	Sub_metering_2	Sub_metering_3
06/03/2024	06:00:00	0.938	0.207	236.787	4.059	0.627	0.441	0.709
06/03/2024	08:00:00	0.539	0.184	232.997	2.443	0.349	0.24	0.389
06/03/2024	10:00:00	0.363	0.059	236.604	1.554	0.222	0.155	0.25
06/03/2024	12:00:00	0.778	0.232	231.914	3.502	0.505	0.367	0.583
06/03/2024	14:00:00	0.448	0.105	236.219	1.949	0.274	0.203	0.319
06/03/2024	16:00:00	0.599	0.166	236.816	2.626	0.385	0.274	0.439
06/03/2024	18:00:00	1.035	0.299	234.887	4.588	0.706	0.481	0.783
06/03/2024	20:00:00	0.763	0.26	239.834	3.361	0.485	0.367	0.57
06/03/2024	22:00:00	0.529	0.118	228.725	2.371	0.342	0.235	0.382
07/03/2024	00:00:00	0.175	0.054	239.776	0.766	0.089	0.062	0.1
07/03/2024	02:00:00	0.101	0.02	231.121	0.444	0.035	0.026	0.041
07/03/2024	04:00:00	0.133	0.032	232.556	0.59	0.06	0.04	0.066
07/03/2024	06:00:00	0.845	0.161	233.595	3.682	0.556	0.398	0.636
07/03/2024	08:00:00	0.45	0.136	233.396	2.013	0.274	0.204	0.32
07/03/2024	10:00:00	0.409	0.07	232.82	1.78	0.256	0.176	0.285
07/03/2024	12:00:00	0.793	0.227	225.174	3.663	0.511	0.378	0.595
07/03/2024	14:00:00	0.472	0.147	227.684	2.173	0.296	0.211	0.338
07/03/2024	16:00:00	0.572	0.144	228.206	2.583	0.356	0.267	0.417
07/03/2024	18:00:00	0.895	0.201	230.609	3.979	0.594	0.421	0.676
07/03/2024	20:00:00	0.806	0.239	233.473	3.6	0.543	0.368	0.601
07/03/2024	22:00:00	0.447	0.082	235.066	1.934	0.283	0.195	0.316
08/03/2024	00:00:00	0.153	0.035	229.48	0.685	0.071	0.053	0.083
08/03/2024	02:00:00	0.116	0.026	235.74	0.504	0.045	0.034	0.053
08/03/2024	04:00:00	0.137	0.027	235.161	0.592	0.059	0.045	0.069
08/03/2024	06:00:00	0.839	0.281	230.621	3.837	0.554	0.393	0.631
08/03/2024	08:00:00	0.532	0.104	230.894	2.347	0.327	0.248	0.386
08/03/2024	10:00:00	0.357	0.108	225.55	1.652	0.22	0.15	0.244
08/03/2024	12:00:00	0.702	0.197	234.075	3.116	0.469	0.317	0.518
08/03/2024	14:00:00	0.403	0.143	228.238	1.876	0.246	0.177	0.283
08/03/2024	16:00:00	0.573	0.144	237.975	2.484	0.369	0.26	0.418
08/03/2024	18:00:00	0.988	0.279	226.459	4.534	0.676	0.455	0.745
08/03/2024	20:00:00	0.873	0.175	238.323	3.736	0.562	0.421	0.658
08/03/2024	22:00:00	0.464	0.143	225.146	2.158	0.283	0.212	0.331
09/03/2024	00:00:00	0.179	0.033	235.121	0.775	0.092	0.064	0.103
09/03/2024	02:00:00	0.131	0.047	225.898	0.614	0.057	0.04	0.064
09/03/2024	04:00:00	0.138	0.042	228.852	0.63	0.061	0.045	0.07
09/03/2024	06:00:00	1.022	0.275	231.614	4.572	0.688	0.481	0.776
09/03/2024	08:00:00	0.528	0.175	228.819	2.431	0.331	0.241	0.382
09/03/2024	10:00:00	0.44	0.104	236.299	1.915	0.269	0.198	0.312
09/03/2024	12:00:00	0.855	0.235	233.546	3.796	0.565	0.401	0.643
09/03/2024	14:00:00	0.479	0.108	233.469	2.105	0.293	0.22	0.343
09/03/2024	16:00:00	0.693	0.242	227.111	3.232	0.463	0.312	0.511
09/03/2024	18:00:00	1.179	0.333	225.994	5.421	0.775	0.575	0.903
09/03/2024	20:00:00	0.897	0.148	237.387	3.832	0.598	0.42	0.677
09/03/2024	22:00:00	0.524	0.161	234.029	2.343	0.34	0.231	0.377
10/03/2024	00:00:00	0.193	0.059	233.362	0.866	0.099	0.073	0.115
10/03/2024	02:00:00	0.109	0.031	237.174	0.477	0.041	0.03	0.047
10/03/2024	04:00:00	0.143	0.049	237.217	0.637	0.067	0.046	0.074
10/03/2024	06:00:00	1.101	0.321	239.111	4.797	0.723	0.535	0.841
10/03/2024	08:00:00	0.526	0.174	230.027	2.41	0.336	0.237	0.381
10/03/2024	10:00:00	0.418	0.148	237.912	1.864	0.26	0.182	0.294
10/03/2024	12:00:00	0.884	0.162	236.34	3.804	0.592	0.411	0.665
10/03/2024	14:00:00	0.521	0.141	230.023	2.347	0.32	0.242	0.377
10/03/2024	16:00:00	0.595	0.204	228.654	2.751	0.376	0.276	0.436
10/03/2024	18:00:00	1.01	0.179	225.522	4.55	0.652	0.494	0.768
10/03/2024	20:00:00	0.943	0.166	227.352	4.21	0.64	0.436	0.71
10/03/2024	22:00:00	0.557	0.2	235.049	2.516	0.365	0.246	0.402
11/03/2024	00:00:00	0.176	0.042	238.348	0.759	0.087	0.064	0.101
11/03/2024	02:00:00	0.118	0.031	229.414	0.53	0.046	0.035	0.054
11/03/2024	04:00:00	0.142	0.046	227.183	0.657	0.065	0.046	0.074
11/03/2024	06:00:00	0.976	0.313	234.266	4.377	0.629	0.477	0.741
11/03/2024	08:00:00	0.516	0.105	239.681	2.198	0.326	0.234	0.373
11/03/2024	10:00:00	0.413	0.11	231.166	1.848	0.254	0.182	0.29
11/03/2024	12:00:00	0.756	0.201	236.573	3.306	0.489	0.357	0.565
11/03/2024	14:00:00	0.415	0.106	225.659	1.899	0.252	0.186	0.292
11/03/2024	16:00:00	0.558	0.131	234.777	2.44	0.361	0.25	0.405
11/03/2024	18:00:00	0.983	0.167	238.332	4.182	0.665	0.458	0.743
11/03/2024	20:00:00	0.84	0.13	229.595	3.704	0.546	0.401	0.632
11/03/2024	22:00:00	0.462	0.162	231.644	2.112	0.297	0.2	0.327
12/03/2024	00:00:00	0.167	0.04	233.343	0.734	0.082	0.058	0.093
12/03/2024	02:00:00	0.099	0.022	234.162	0.433	0.034	0.025	0.039
12/03/2024	04:00:00	0.138	0.044	228.46	0.633	0.06	0.045	0.07
12/03/2024	06:00:00	0.904	0.18	237.636	3.877	0.593	0.43	0.683
12/03/2024	08:00:00	0.5	0.16	235.768	2.225	0.309	0.229	0.36
12/03/2024	10:00:00	0.418	0.065	234.24	1.806	0.255	0.186	0.294
12/03/2024	12:00:00	0.795	0.251	228.395	3.649	0.522	0.372	0.596
12/03/2024	14:00:00	0.421	0.133	227.581	1.938	0.252	0.19	0.297
12/03/2024	16:00:00	0.625	0.215	232.383	2.843	0.394	0.293	0.46
12/03/2024	18:00:00	0.904	0.311	234.166	4.082	0.607	0.42	0.68
12/03/2024	20:00:00	0.74	0.135	228.791	3.287	0.489	0.34	0.55
12/03/2024	22:00:00	0.449	0.123	237.253	1.962	0.285	0.195	0.318
13/03/2024	00:00:00	0.167	0.025	235.191	0.718	0.081	0.059	0.094
13/03/2024	02:00:00	0.112	0.039	231.913	0.511	0.042	0.032	0.049
13/03/2024	04:00:00	0.121	0.031	234.707	0.532	0.05	0.035	0.057
13/03/2024	06:00:00	0.841	0.145	232.046	3.676	0.55	0.398	0.632
13/03/2024	08:00:00	0.503	0.106	236.641	2.173	0.318	0.226	0.362
13/03/2024	10:00:00	0.409	0.075	230.892	1.802	0.248	0.182	0.287
13/03/2024	12:00:00	0.73	0.151	225.886	3.301	0.474	0.342	0.544
13/03/2024	14:00:00	0.413	0.074	228.53	1.835	0.259	0.178	0.289
13/03/2024	16:00:00	0.606	0.168	234.218	2.687	0.387	0.28	0.445
13/03/2024	18:00:00	1.063	0.306	226.959	4.876	0.703	0.511	0.811
13/03/2024	20:00:00	0.818	0.219	231.873	3.652	0.526	0.392	0.614
13/03/2024	22:00:00	0.492	0.162	228.688	2.266	0.301	0.227	0.354
14/03/2024	00:00:00	0.172	0.042	231.426	0.766	0.087	0.06	0.097
14/03/2024	02:00:00	0.113	0.033	232.063	0.507	0.044	0.032	0.05
14/03/2024	04:00:00	0.135	0.026	232.423	0.59	0.061	0.041	0.067
14/03/2024	06:00:00	0.866	0.212	227.116	3.927	0.565	0.413	0.653
14/03/2024	08:00:00	0.444	0.143	238.252	1.956	0.283	0.192	0.313
14/03/2024	10:00:00	0.398	0.13	236.387	1.773	0.24	0.177	0.279
14/03/2024	12:00:00	0.767	0.236	227.647	3.525	0.496	0.362	0.574
14/03/2024	14:00:00	0.407	0.085	228.137	1.821	0.245	0.182	0.285
14/03/2024	16:00:00	0.543	0.086	234.414	2.347	0.342	0.249	0.395
14/03/2024	18:00:00	0.907	0.162	233.542	3.945	0.61	0.421	0.683
14/03/2024	20:00:00	0.838	0.221	229.763	3.773	0.538	0.404	0.631
14/03/2024	22:00:00	0.509	0.082	235.831	2.184	0.316	0.233	0.367
15/03/2024	00:00:00	0.148	0.034	233.175	0.651	0.07	0.048	0.078
15/03/2024	02:00:00	0.102	0.028	228.974	0.463	0.036	0.026	0.042
15/03/2024	04:00:00	0.14	0.029	232.112	0.617	0.064	0.045	0.072
15/03/2024	06:00:00	0.978	0.194	230.024	4.335	0.641	0.47	0.742
15/03/2024	08:00:00	0.495	0.137	228.267	2.252	0.308	0.225	0.356
15/03/2024	10:00:00	0.364	0.121	239.411	1.603	0.224	0.154	0.25
15/03/2024	12:00:00	0.838	0.193	225.395	3.813	0.543	0.4	0.63
15/03/2024	14:00:00	0.396	0.067	231.063	1.74	0.235	0.178	0.277
15/03/2024	16:00:00	0.611	0.114	232.521	2.672	0.383	0.287	0.448
15/03/2024	18:00:00	1.018	0.241	235.166	4.447	0.695	0.471	0.769
15/03/2024	20:00:00	0.871	0.242	225.721	4.005	0.571	0.413	0.657
15/03/2024	22:00:00	0.472	0.139	231.78	2.124	0.294	0.212	0.338
16/03/2024	00:00:00	0.197	0.034	226.412	0.884	0.103	0.074	0.118
16/03/2024	02:00:00	0.123	0.037	237.387	0.541	0.051	0.037	0.058
16/03/2024	04:00:00	0.141	0.024	230.646	0.622	0.065	0.045	0.073
16/03/2024	06:00:00	0.94	0.269	226.7	4.314	0.608	0.456	0.712
16/03/2024	08:00:00	0.553	0.148	227.227	2.519	0.342	0.259	0.402
16/03/2024	10:00:00	0.405	0.111	235.122	1.785	0.255	0.172	0.282
16/03/2024	12:00:00	0.903	0.318	230.414	4.155	0.609	0.418	0.679
16/03/2024	14:00:00	0.52	0.176	237.245	2.312	0.338	0.228	0.373
16/03/2024	16:00:00	0.628	0.112	235.818	2.706	0.398	0.294	0.463
16/03/2024	18:00:00	1.168	0.184	229.68	5.149	0.773	0.566	0.895
16/03/2024	20:00:00	0.982	0.224	225.892	4.457	0.653	0.465	0.745
16/03/2024	22:00:00	0.538	0.123	228.408	2.415	0.335	0.248	0.39
17/03/2024	00:00:00	0.182	0.03	228.848	0.806	0.09	0.068	0.106
17/03/2024	02:00:00	0.113	0.033	228.686	0.513	0.043	0.032	0.05
17/03/2024	04:00:00	0.144	0.033	238.012	0.619	0.066	0.047	0.075
17/03/2024	06:00:00	0.936	0.311	235.371	4.192	0.631	0.436	0.706
17/03/2024	08:00:00	0.513	0.154	231.272	2.316	0.331	0.227	0.368
17/03/2024	10:00:00	0.389	0.131	233.472	1.756	0.24	0.167	0.27
17/03/2024	12:00:00	0.908	0.249	231.532	4.067	0.616	0.418	0.682
17/03/2024	14:00:00	0.482	0.123	232.316	2.142	0.306	0.214	0.345
17/03/2024	16:00:00	0.608	0.173	237.252	2.665	0.381	0.286	0.447
17/03/2024	18:00:00	1.142	0.392	230.679	5.234	0.77	0.542	0.872
17/03/2024	20:00:00	0.969	0.158	238.239	4.119	0.657	0.449	0.731
17/03/2024	22:00:00	0.486	0.098	230.728	2.15	0.303	0.22	0.349
18/03/2024	00:00:00	0.167	0.05	234.073	0.744	0.084	0.057	0.093
18/03/2024	02:00:00	0.109	0.016	231.979	0.476	0.041	0.03	0.047
18/03/2024	04:00:00	0.122	0.025	232.693	0.537	0.052	0.036	0.058
18/03/2024	06:00:00	0.981	0.311	235.579	4.368	0.666	0.455	0.741
18/03/2024	08:00:00	0.53	0.179	227.973	2.452	0.345	0.233	0.381
18/03/2024	10:00:00	0.41	0.075	238.32	1.749	0.253	0.18	0.288
18/03/2024	12:00:00	0.786	0.276	233.171	3.573	0.523	0.363	0.587
18/03/2024	14:00:00	0.437	0.118	234.686	1.929	0.271	0.194	0.309
18/03/2024	16:00:00	0.561	0.187	229.225	2.578	0.351	0.26	0.409
18/03/2024	18:00:00	1.075	0.338	227.366	4.955	0.721	0.51	0.819
18/03/2024	20:00:00	0.836	0.174	227.379	3.756	0.56	0.386	0.626
18/03/2024	22:00:00	0.465	0.079	229.372	2.057	0.296	0.204	0.331
19/03/2024	00:00:00	0.17	0.049	226.317	0.782	0.084	0.06	0.096
19/03/2024	02:00:00	0.102	0.026	231.734	0.455	0.036	0.026	0.042
19/03/2024	04:00:00	0.138	0.042	237.539	0.609	0.063	0.043	0.07
19/03/2024	06:00:00	0.854	0.286	237.498	3.791	0.549	0.412	0.643
19/03/2024	08:00:00	0.505	0.09	232.085	2.209	0.316	0.229	0.364
19/03/2024	10:00:00	0.366	0.102	232.511	1.633	0.219	0.159	0.252
19/03/2024	12:00:00	0.793	0.153	236.342	3.418	0.535	0.361	0.59
19/03/2024	14:00:00	0.416	0.121	235.698	1.839	0.259	0.181	0.292
19/03/2024	16:00:00	0.597	0.133	239.808	2.551	0.393	0.266	0.435
19/03/2024	18:00:00	1.048	0.212	238.463	4.483	0.697	0.5	0.798
19/03/2024	20:00:00	0.778	0.277	230.581	3.58	0.51	0.363	0.582
19/03/2024	22:00:00	0.491	0.078	232.874	2.137	0.317	0.215	0.351
20/03/2024	00:00:00	0.153	0.044	230.559	0.688	0.071	0.052	0.082
20/03/2024	02:00:00	0.116	0.03	232.856	0.513	0.047	0.032	0.052
20/03/2024	04:00:00	0.139	0.031	227.057	0.627	0.062	0.045	0.071
20/03/2024	06:00:00	0.889	0.244	225.84	4.083	0.582	0.423	0.671
20/03/2024	08:00:00	0.467	0.1	235.381	2.027	0.287	0.211	0.333
20/03/2024	10:00:00	0.347	0.124	237.662	1.553	0.214	0.145	0.236
20/03/2024	12:00:00	0.783	0.249	229.863	3.576	0.498	0.377	0.587
20/03/2024	14:00:00	0.413	0.103	227.138	1.875	0.249	0.185	0.291
20/03/2024	16:00:00	0.603	0.187	233.834	2.702	0.377	0.284	0.443
20/03/2024	18:00:00	0.891	0.197	225.49	4.047	0.582	0.425	0.673
20/03/2024	20:00:00	0.867	0.243	231.49	3.889	0.572	0.408	0.653
20/03/2024	22:00:00	0.512	0.174	229.148	2.359	0.324	0.23	0.369
21/03/2024	00:00:00	0.158	0.038	231.649	0.702	0.076	0.054	0.086
21/03/2024	02:00:00	0.112	0.025	233.154	0.491	0.044	0.03	0.049
21/03/2024	04:00:00	0.132	0.025	235.148	0.57	0.057	0.041	0.065
21/03/2024	06:00:00	0.911	0.232	236.411	3.978	0.587	0.442	0.689
21/03/2024	08:00:00	0.529	0.116	225.556	2.403	0.341	0.236	0.382
21/03/2024	10:00:00	0.416	0.105	225.901	1.901	0.255	0.184	0.293
21/03/2024	12:00:00	0.738	0.191	226.437	3.366	0.481	0.344	0.55
21/03/2024	14:00:00	0.402	0.089	234.165	1.758	0.25	0.173	0.28
21/03/2024	16:00:00	0.649	0.107	231.16	2.844	0.428	0.293	0.476
21/03/2024	18:00:00	0.942	0.268	227.457	4.305	0.621	0.449	0.714
21/03/2024	20:00:00	0.831	0.181	233.734	3.637	0.547	0.39	0.624
21/03/2024	22:00:00	0.452	0.139	237.803	1.989	0.289	0.195	0.319
22/03/2024	00:00:00	0.151	0.052	239.282	0.668	0.07	0.051	0.081
22/03/2024	02:00:00	0.099	0.019	235.536	0.429	0.034	0.025	0.039
22/03/2024	04:00:00	0.142	0.035	233.836	0.626	0.066	0.045	0.073
22/03/2024	06:00:00	0.89	0.159	230.343	3.923	0.602	0.41	0.668
22/03/2024	08:00:00	0.538	0.182	238.447	2.381	0.348	0.239	0.388
22/03/2024	10:00:00	0.375	0.104	239.764	1.623	0.228	0.162	0.26
22/03/2024	12:00:00	0.768	0.267	229.862	3.538	0.515	0.351	0.571
22/03/2024	14:00:00	0.463	0.098	227.165	2.083	0.291	0.205	0.33
22/03/2024	16:00:00	0.589	0.112	228.86	2.621	0.382	0.266	0.43
22/03/2024	18:00:00	0.991	0.342	234.122	4.479	0.658	0.471	0.753
22/03/2024	20:00:00	0.768	0.183	228.184	3.461	0.515	0.35	0.571
22/03/2024	22:00:00	0.482	0.116	228.175	2.171	0.309	0.211	0.343
23/03/2024	00:00:00	0.189	0.05	237.958	0.821	0.099	0.068	0.111
23/03/2024	02:00:00	0.111	0.033	230.254	0.504	0.043	0.031	0.049
23/03/2024	04:00:00	0.156	0.053	238.04	0.693	0.073	0.054	0.085
23/03/2024	06:00:00	0.991	0.246	229.403	4.451	0.675	0.459	0.748
23/03/2024	08:00:00	0.59	0.116	234.773	2.561	0.379	0.27	0.432
23/03/2024	10:00:00	0.396	0.103	232.865	1.755	0.245	0.17	0.275
23/03/2024	12:00:00	0.793	0.236	230.551	3.589	0.534	0.361	0.59
23/03/2024	14:00:00	0.475	0.104	236.275	2.056	0.293	0.215	0.34
23/03/2024	16:00:00	0.67	0.185	238.336	2.915	0.445	0.301	0.492
23/03/2024	18:00:00	1.018	0.186	226.198	4.577	0.692	0.474	0.771
23/03/2024	20:00:00	0.989	0.167	235.155	4.265	0.67	0.46	0.747
23/03/2024	22:00:00	0.577	0.17	233.523	2.577	0.379	0.257	0.419
24/03/2024	00:00:00	0.178	0.05	233.075	0.792	0.09	0.064	0.102
24/03/2024	02:00:00	0.119	0.022	225.81	0.537	0.048	0.035	0.055
24/03/2024	04:00:00	0.147	0.053	227.16	0.686	0.067	0.049	0.077
24/03/2024	06:00:00	1.062	0.188	226.568	4.76	0.696	0.515	0.809
24/03/2024	08:00:00	0.508	0.182	227.786	2.369	0.326	0.225	0.365
24/03/2024	10:00:00	0.452	0.148	234.19	2.03	0.277	0.203	0.321
24/03/2024	12:00:00	0.836	0.266	239.224	3.668	0.558	0.388	0.627
24/03/2024	14:00:00	0.474	0.133	229.508	2.146	0.289	0.218	0.339
24/03/2024	16:00:00	0.699	0.157	228.701	3.134	0.443	0.333	0.52
24/03/2024	18:00:00	1.178	0.218	227.957	5.257	0.805	0.554	0.899
24/03/2024	20:00:00	0.984	0.22	232.173	4.344	0.649	0.471	0.747
24/03/2024	22:00:00	0.506	0.168	231.658	2.302	0.328	0.221	0.362
25/03/2024	00:00:00	0.15	0.037	233.82	0.663	0.07	0.05	0.08
25/03/2024	02:00:00	0.113	0.029	226.819	0.513	0.043	0.032	0.05
25/03/2024	04:00:00	0.142	0.023	236.379	0.61	0.063	0.048	0.074
25/03/2024	06:00:00	0.888	0.318	227.992	4.134	0.577	0.425	0.67
25/03/2024	08:00:00	0.509	0.137	228.52	2.305	0.328	0.224	0.365
25/03/2024	10:00:00	0.397	0.117	230.941	1.791	0.242	0.174	0.277
25/03/2024	12:00:00	0.714	0.213	234.483	3.179	0.475	0.325	0.529
25/03/2024	14:00:00	0.459	0.136	234.136	2.044	0.281	0.208	0.327
25/03/2024	16:00:00	0.633	0.204	232.299	2.864	0.401	0.297	0.467
25/03/2024	18:00:00	0.916	0.295	236.602	4.068	0.607	0.432	0.693
25/03/2024	20:00:00	0.81	0.151	233.678	3.527	0.544	0.372	0.605
25/03/2024	22:00:00	0.486	0.139	225.327	2.244	0.307	0.217	0.348
26/03/2024	00:00:00	0.166	0.055	234.74	0.744	0.082	0.057	0.092
26/03/2024	02:00:00	0.102	0.031	236.208	0.452	0.037	0.026	0.042
26/03/2024	04:00:00	0.119	0.027	231.136	0.528	0.048	0.035	0.055
26/03/2024	06:00:00	0.982	0.25	234.436	4.322	0.647	0.47	0.746
26/03/2024	08:00:00	0.489	0.136	233.941	2.17	0.311	0.217	0.35
26/03/2024	10:00:00	0.377	0.122	228.094	1.737	0.222	0.168	0.261
26/03/2024	12:00:00	0.733	0.152	236.184	3.171	0.47	0.348	0.547
26/03/2024	14:00:00	0.476	0.083	232.536	2.08	0.302	0.211	0.34
26/03/2024	16:00:00	0.627	0.203	226.359	2.91	0.392	0.297	0.461
26/03/2024	18:00:00	1.024	0.215	230.198	4.546	0.675	0.492	0.779
26/03/2024	20:00:00	0.871	0.288	227.034	4.039	0.569	0.414	0.656
26/03/2024	22:00:00	0.482	0.104	230.261	2.141	0.295	0.221	0.346
27/03/2024	00:00:00	0.159	0.055	237.491	0.708	0.078	0.053	0.086
27/03/2024	02:00:00	0.12	0.037	226.411	0.554	0.048	0.035	0.056
27/03/2024	04:00:00	0.138	0.033	233.92	0.608	0.063	0.043	0.07
27/03/2024	06:00:00	0.857	0.196	237.431	3.7	0.567	0.401	0.644
27/03/2024	08:00:00	0.529	0.173	235.465	2.364	0.334	0.241	0.383
27/03/2024	10:00:00	0.381	0.063	225.917	1.711	0.227	0.169	0.265
27/03/2024	12:00:00	0.794	0.282	232.592	3.622	0.534	0.362	0.591
27/03/2024	14:00:00	0.467	0.15	232.859	2.107	0.285	0.213	0.334
27/03/2024	16:00:00	0.584	0.158	228.88	2.642	0.384	0.259	0.424
27/03/2024	18:00:00	0.997	0.24	238.271	4.302	0.662	0.474	0.757
27/03/2024	20:00:00	0.876	0.165	232.076	3.842	0.571	0.418	0.661
27/03/2024	22:00:00	0.455	0.115	237.759	1.972	0.29	0.198	0.322
28/03/2024	00:00:00	0.178	0.048	225.894	0.816	0.089	0.064	0.102
28/03/2024	02:00:00	0.112	0.035	236.845	0.495	0.043	0.031	0.049
28/03/2024	04:00:00	0.136	0.028	227.09	0.613	0.061	0.043	0.069
28/03/2024	06:00:00	1.011	0.346	230.125	4.642	0.673	0.48	0.769
28/03/2024	08:00:00	0.45	0.159	239.449	1.994	0.284	0.197	0.319
28/03/2024	10:00:00	0.384	0.134	230.556	1.763	0.235	0.166	0.267
28/03/2024	12:00:00	0.777	0.137	229.257	3.441	0.503	0.368	0.581
28/03/2024	14:00:00	0.432	0.148	233.148	1.959	0.274	0.186	0.304
28/03/2024	16:00:00	0.585	0.172	226.296	2.694	0.377	0.266	0.427
28/03/2024	18:00:00	0.985	0.345	235.379	4.433	0.646	0.473	0.748
28/03/2024	20:00:00	0.87	0.167	226.282	3.917	0.56	0.42	0.656
28/03/2024	22:00:00	0.524	0.13	230.44	2.342	0.325	0.242	0.379
29/03/2024	00:00:00	0.149	0.051	228.296	0.691	0.069	0.05	0.08
29/03/2024	02:00:00	0.109	0.023	233.814	0.478	0.042	0.029	0.047
29/03/2024	04:00:00	0.134	0.037	231.194	0.6	0.058	0.042	0.067
29/03/2024	06:00:00	0.991	0.355	228.504	4.607	0.665	0.466	0.751
29/03/2024	08:00:00	0.462	0.088	238.274	1.973	0.281	0.211	0.329
29/03/2024	10:00:00	0.352	0.088	232.429	1.56	0.208	0.153	0.241
29/03/2024	12:00:00	0.797	0.243	233.905	3.561	0.508	0.384	0.597
29/03/2024	14:00:00	0.458	0.09	228.278	2.046	0.284	0.205	0.327
29/03/2024	16:00:00	0.609	0.116	238.02	2.606	0.388	0.282	0.447
29/03/2024	18:00:00	0.925	0.263	236.572	4.064	0.601	0.445	0.7
29/03/2024	20:00:00	0.884	0.314	228.032	4.116	0.567	0.429	0.668
29/03/2024	22:00:00	0.503	0.154	234.893	2.24	0.314	0.229	0.362
30/03/2024	00:00:00	0.174	0.061	235.166	0.785	0.089	0.061	0.099
30/03/2024	02:00:00	0.113	0.038	239.895	0.498	0.045	0.031	0.05
30/03/2024	04:00:00	0.136	0.025	226.297	0.612	0.062	0.042	0.068
30/03/2024	06:00:00	1.0	0.26	235.495	4.39	0.679	0.465	0.756
30/03/2024	08:00:00	0.52	0.143	232.85	2.316	0.326	0.237	0.376
30/03/2024	10:00:00	0.453	0.152	227.555	2.099	0.283	0.201	0.322
30/03/2024	12:00:00	0.867	0.254	227.98	3.96	0.587	0.397	0.649
30/03/2024	14:00:00	0.456	0.101	234.992	1.986	0.283	0.203	0.325
30/03/2024	16:00:00	0.718	0.201	236.003	3.158	0.469	0.333	0.534
30/03/2024	18:00:00	1.122	0.208	233.864	4.878	0.744	0.54	0.857
30/03/2024	20:00:00	0.864	0.305	228.265	4.015	0.554	0.418	0.651
30/03/2024	22:00:00	0.58	0.138	235.14	2.536	0.374	0.263	0.423
31/03/2024	00:00:00	0.193	0.036	232.208	0.844	0.099	0.072	0.114
31/03/2024	02:00:00	0.13	0.041	235.44	0.58	0.056	0.04	0.064
31/03/2024	04:00:00	0.145	0.037	227.141	0.658	0.066	0.048	0.076
31/03/2024	06:00:00	0.929	0.225	239.14	3.996	0.629	0.429	0.699
31/03/2024	08:00:00	0.559	0.151	230.383	2.513	0.36	0.252	0.406
31/03/2024	10:00:00	0.459	0.086	228.854	2.039	0.293	0.199	0.325
31/03/2024	12:00:00	0.869	0.253	238.883	3.788	0.589	0.398	0.651
31/03/2024	14:00:00	0.5	0.089	225.722	2.248	0.314	0.225	0.36
31/03/2024	16:00:00	0.655	0.219	233.484	2.958	0.423	0.303	0.484
31/03/2024	18:00:00	1.152	0.361	225.329	5.357	0.748	0.567	0.881
31/03/2024	20:00:00	0.885	0.183	235.879	3.831	0.6	0.406	0.663
31/03/2024	22:00:00	0.552	0.095	228.868	2.447	0.357	0.247	0.4
01/04/2024	00:00:00	0.152	0.026	235.395	0.654	0.072	0.05	0.081
01/04/2024	02:00:00	0.097	0.034	235.653	0.436	0.033	0.024	0.038
01/04/2024	04:00:00	0.117	0.042	227.569	0.547	0.046	0.034	0.054
01/04/2024	06:00:00	0.873	0.134	236.974	3.727	0.571	0.415	0.658
01/04/2024	08:00:00	0.457	0.152	238.97	2.016	0.289	0.201	0.325
01/04/2024	10:00:00	0.366	0.07	226.417	1.647	0.226	0.155	0.252
01/04/2024	12:00:00	0.632	0.222	226.448	2.96	0.404	0.294	0.466
01/04/2024	14:00:00	0.399	0.126	232.979	1.796	0.25	0.17	0.278
01/04/2024	16:00:00	0.533	0.165	225.774	2.473	0.339	0.241	0.387
01/04/2024	18:00:00	0.88	0.298	229.153	4.054	0.592	0.407	0.661
01/04/2024	20:00:00	0.821	0.242	229.977	3.722	0.544	0.383	0.616
01/04/2024	22:00:00	0.468	0.084	230.902	2.058	0.294	0.208	0.334
02/04/2024	00:00:00	0.148	0.024	234.671	0.639	0.07	0.048	0.078
02/04/2024	02:00:00	0.09	0.025	230.018	0.408	0.028	0.02	0.032
02/04/2024	04:00:00	0.124	0.028	237.329	0.537	0.054	0.036	0.059
02/04/2024	06:00:00	0.808	0.173	238.05	3.472	0.526	0.382	0.607
02/04/2024	08:00:00	0.469	0.098	226.64	2.115	0.294	0.209	0.335
02/04/2024	10:00:00	0.334	0.081	234.806	1.464	0.195	0.145	0.227
02/04/2024	12:00:00	0.632	0.163	231.518	2.818	0.416	0.284	0.463
02/04/2024	14:00:00	0.433	0.094	232.926	1.901	0.267	0.192	0.306
02/04/2024	16:00:00	0.575	0.17	228.131	2.628	0.37	0.26	0.419
02/04/2024	18:00:00	0.81	0.16	235.792	3.502	0.529	0.382	0.608
02/04/2024	20:00:00	0.739	0.157	237.699	3.18	0.476	0.349	0.551
02/04/2024	22:00:00	0.432	0.112	235.147	1.9	0.262	0.195	0.306
03/04/2024	00:00:00	0.144	0.033	238.42	0.619	0.068	0.046	0.074
03/04/2024	02:00:00	0.105	0.034	239.041	0.461	0.039	0.027	0.044
03/04/2024	04:00:00	0.108	0.03	235.027	0.477	0.04	0.029	0.046
03/04/2024	06:00:00	0.908	0.323	237.743	4.054	0.605	0.426	0.685
03/04/2024	08:00:00	0.436	0.086	231.252	1.924	0.267	0.195	0.309
03/04/2024	10:00:00	0.38	0.09	227.759	1.713	0.233	0.163	0.263
